BedrockFileName,JavaFileName,MatchType
No match,gui\sprites\boss_bar\white_background.png,No match
No match,gui\sprites\boss_bar\white_progress.png,No match
No match,gui\sprites\boss_bar\yellow_background.png,No match
No match,gui\sprites\boss_bar\yellow_progress.png,No match
No match,gui\sprites\container\slot.png,No match
No match,gui\sprites\container\slot_highlight_back.png,No match
No match,gui\sprites\container\slot_highlight_front.png,No match
No match,gui\sprites\container\anvil\error.png,No match
No match,gui\sprites\container\anvil\text_field.png,No match
No match,gui\sprites\container\anvil\text_field_disabled.png,No match
No match,gui\sprites\container\beacon\cancel.png,No match
No match,gui\sprites\container\beacon\confirm.png,No match
No match,gui\sprites\container\blast_furnace\burn_progress.png,No match
No match,gui\sprites\container\blast_furnace\lit_progress.png,No match
No match,gui\sprites\container\brewing_stand\brew_progress.png,No match
No match,gui\sprites\container\brewing_stand\bubbles.png,No match
No match,gui\sprites\container\brewing_stand\fuel_length.png,No match
No match,gui\sprites\container\bundle\bundle_progressbar_border.png,No match
No match,gui\sprites\container\bundle\slot_background.png,No match
No match,gui\sprites\container\bundle\slot_highlight_back.png,No match
No match,gui\sprites\container\bundle\slot_highlight_front.png,No match
No match,gui\sprites\container\cartography_table\duplicated_map.png,No match
No match,gui\sprites\container\cartography_table\error.png,No match
No match,gui\sprites\container\cartography_table\locked.png,No match
No match,gui\sprites\container\cartography_table\map.png,No match
No match,gui\sprites\container\cartography_table\scaled_map.png,No match
No match,gui\sprites\container\creative_inventory\scroller.png,No match
No match,gui\sprites\container\creative_inventory\scroller_disabled.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_selected_1.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_selected_2.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_selected_3.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_selected_4.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_selected_5.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_selected_6.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_selected_7.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_unselected_1.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_unselected_2.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_unselected_3.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_unselected_4.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_unselected_5.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_unselected_6.png,No match
No match,gui\sprites\container\creative_inventory\tab_bottom_unselected_7.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_selected_1.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_selected_2.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_selected_3.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_selected_4.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_selected_5.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_selected_6.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_selected_7.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_unselected_1.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_unselected_2.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_unselected_3.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_unselected_4.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_unselected_5.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_unselected_6.png,No match
No match,gui\sprites\container\creative_inventory\tab_top_unselected_7.png,No match
No match,gui\sprites\container\enchanting_table\level_1.png,No match
No match,gui\sprites\container\enchanting_table\level_1_disabled.png,No match
No match,gui\sprites\container\enchanting_table\level_2.png,No match
No match,gui\sprites\container\enchanting_table\level_2_disabled.png,No match
No match,gui\sprites\container\enchanting_table\level_3.png,No match
No match,gui\sprites\container\enchanting_table\level_3_disabled.png,No match
No match,gui\sprites\container\furnace\burn_progress.png,No match
No match,gui\sprites\container\furnace\lit_progress.png,No match
No match,gui\sprites\container\grindstone\error.png,No match
No match,gui\sprites\container\horse\chest_slots.png,No match
No match,gui\sprites\container\inventory\effect_background_large.png,No match
No match,gui\sprites\container\inventory\effect_background_small.png,No match
No match,gui\sprites\container\loom\error.png,No match
No match,gui\sprites\container\loom\pattern.png,No match
No match,gui\sprites\container\loom\pattern_highlighted.png,No match
No match,gui\sprites\container\loom\pattern_selected.png,No match
No match,gui\sprites\container\loom\scroller.png,No match
No match,gui\sprites\container\loom\scroller_disabled.png,No match
No match,gui\sprites\container\slot\amethyst_shard.png,No match
No match,gui\sprites\container\slot\axe.png,No match
No match,gui\sprites\container\slot\banner.png,No match
No match,gui\sprites\container\slot\banner_pattern.png,No match
No match,gui\sprites\container\slot\boots.png,No match
No match,gui\sprites\container\slot\brewing_fuel.png,No match
No match,gui\sprites\container\slot\chestplate.png,No match
No match,gui\sprites\container\slot\diamond.png,No match
No match,gui\sprites\container\slot\dye.png,No match
No match,gui\sprites\container\slot\emerald.png,No match
No match,gui\sprites\container\slot\helmet.png,No match
No match,gui\sprites\container\slot\hoe.png,No match
No match,gui\sprites\container\slot\horse_armor.png,No match
No match,gui\sprites\container\slot\ingot.png,No match
No match,gui\sprites\container\slot\lapis_lazuli.png,No match
No match,gui\sprites\container\slot\leggings.png,No match
No match,gui\sprites\container\slot\llama_armor.png,No match
No match,gui\sprites\container\slot\pickaxe.png,No match
No match,gui\sprites\container\slot\potion.png,No match
No match,gui\sprites\container\slot\quartz.png,No match
No match,gui\sprites\container\slot\redstone_dust.png,No match
No match,gui\sprites\container\slot\saddle.png,No match
No match,gui\sprites\container\slot\shield.png,No match
No match,gui\sprites\container\slot\shovel.png,No match
No match,gui\sprites\container\slot\smithing_template_armor_trim.png,No match
No match,gui\sprites\container\slot\smithing_template_netherite_upgrade.png,No match
No match,gui\sprites\container\slot\sword.png,No match
No match,gui\sprites\container\smithing\error.png,No match
No match,gui\sprites\container\smoker\burn_progress.png,No match
No match,gui\sprites\container\smoker\lit_progress.png,No match
No match,gui\sprites\container\stonecutter\recipe.png,No match
No match,gui\sprites\container\stonecutter\recipe_highlighted.png,No match
No match,gui\sprites\container\stonecutter\recipe_selected.png,No match
No match,gui\sprites\container\stonecutter\scroller.png,No match
No match,gui\sprites\container\stonecutter\scroller_disabled.png,No match
No match,gui\sprites\container\villager\discount_strikethrough.png,No match
No match,gui\sprites\container\villager\experience_bar_background.png,No match
No match,gui\sprites\container\villager\experience_bar_current.png,No match
No match,gui\sprites\container\villager\experience_bar_result.png,No match
No match,gui\sprites\container\villager\out_of_stock.png,No match
No match,gui\sprites\container\villager\scroller.png,No match
No match,gui\sprites\container\villager\scroller_disabled.png,No match
No match,gui\sprites\container\villager\trade_arrow.png,No match
No match,gui\sprites\container\villager\trade_arrow_out_of_stock.png,No match
No match,gui\sprites\gamemode_switcher\selection.png,No match
No match,gui\sprites\gamemode_switcher\slot.png,No match
No match,gui\sprites\hud\armor_empty.png,No match
No match,gui\sprites\hud\armor_half.png,No match
No match,gui\sprites\hud\crosshair.png,No match
No match,gui\sprites\hud\crosshair_attack_indicator_background.png,No match
No match,gui\sprites\hud\crosshair_attack_indicator_full.png,No match
No match,gui\sprites\hud\crosshair_attack_indicator_progress.png,No match
No match,gui\sprites\hud\effect_background.png,No match
No match,gui\sprites\hud\effect_background_ambient.png,No match
No match,gui\sprites\hud\experience_bar_background.png,No match
No match,gui\sprites\hud\experience_bar_progress.png,No match
No match,gui\sprites\hud\hotbar.png,No match
No match,gui\sprites\hud\hotbar_attack_indicator_background.png,No match
No match,gui\sprites\hud\hotbar_attack_indicator_progress.png,No match
No match,gui\sprites\hud\hotbar_offhand_left.png,No match
No match,gui\sprites\hud\hotbar_offhand_right.png,No match
No match,gui\sprites\hud\hotbar_selection.png,No match
No match,gui\sprites\hud\jump_bar_cooldown.png,No match
No match,gui\sprites\hud\heart\absorbing_full_blinking.png,No match
No match,gui\sprites\hud\heart\absorbing_half_blinking.png,No match
No match,gui\sprites\hud\heart\absorbing_hardcore_full_blinking.png,No match
No match,gui\sprites\hud\heart\absorbing_hardcore_half_blinking.png,No match
No match,gui\sprites\hud\heart\container_hardcore.png,No match
No match,gui\sprites\hud\heart\container_hardcore_blinking.png,No match
No match,gui\sprites\hud\heart\frozen_full.png,No match
No match,gui\sprites\hud\heart\frozen_full_blinking.png,No match
No match,gui\sprites\hud\heart\frozen_half.png,No match
No match,gui\sprites\hud\heart\frozen_half_blinking.png,No match
No match,gui\sprites\hud\heart\vehicle_container.png,No match
No match,gui\sprites\hud\heart\vehicle_half.png,No match
No match,gui\sprites\icon\accessibility.png,No match
No match,gui\sprites\icon\chat_modified.png,No match
No match,gui\sprites\icon\checkmark.png,No match
No match,gui\sprites\icon\draft_report.png,No match
No match,gui\sprites\icon\info.png,No match
No match,gui\sprites\icon\invite.png,No match
No match,gui\sprites\icon\language.png,No match
No match,gui\sprites\icon\link.png,No match
No match,gui\sprites\icon\link_highlighted.png,No match
No match,gui\sprites\icon\news.png,No match
No match,gui\sprites\icon\new_realm.png,No match
No match,gui\sprites\icon\ping_1.png,No match
No match,gui\sprites\icon\ping_2.png,No match
No match,gui\sprites\icon\ping_3.png,No match
No match,gui\sprites\icon\ping_4.png,No match
No match,gui\sprites\icon\ping_5.png,No match
No match,gui\sprites\icon\ping_unknown.png,No match
No match,gui\sprites\icon\search.png,No match
No match,gui\sprites\icon\trial_available.png,No match
No match,gui\sprites\icon\unseen_notification.png,No match
No match,gui\sprites\icon\video_link.png,No match
No match,gui\sprites\icon\video_link_highlighted.png,No match
No match,gui\sprites\notification\1.png,No match
No match,gui\sprites\notification\2.png,No match
No match,gui\sprites\notification\3.png,No match
No match,gui\sprites\notification\4.png,No match
No match,gui\sprites\notification\5.png,No match
No match,gui\sprites\notification\more.png,No match
